SITE LOCATION,SITE NAME,planting_location_code,planting_relationships,YEAR,HISTORICAL PRESENCE,DATA TYPE,WATER BODY,SVMP REGION,PROJECT NAME,FUNDING SOURCE,FUNDING SOURCE PROGRAM,CONTRACT 1,CONTRACT 1,CONTRACT 2,CONTRACT 2,CITATION,ACTIVITY TYPE,ACTIVITY FILTER,PLANTING DATE,LATITUDE,LONGITUDE,data_type,retain_drop,DATUM,ELEVATION,PLANTING METHOD,planting_method,PARALLEL SIDE,PERPENDICULAR SIDE,PLOT AREA,PLANTED AREA,EFFECTIVE AREA PLANTED,# OF PLANTING UNITS,# OF SHOOTS,PLOT SHOOT DENSITY ,FOOTPRINT (planted) SHOOT DENSITY ,EFFECTIVE SHOOT DENSITY ,DONOR SITE NAME,NOTES
Anderson Island,Anderson Island South 2 - west - HC - large - 2017,AND_south_L3,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",polygon,Nisqually Reach,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,large scale,2017-06-04,47.13825,-122.72369,line,retain,WGS84,-1.6,turf,turf,40,4,160,160,24.83,2483,24830,155,155,1000,Rocky Bay,"large scale area of 40 m X 4 m (160 m2). Planted with plants from Rocky Bay. Planted with plants from Rocky Bay. Turfs plant 5-15 shoots per staple (X= ~10 shoots/staple). Estimated number of PUs at test-transplant site as 24,830/10 = 2483."
Anderson Island,Anderson Island South 2 - east - HC - large - 2017,AND_south_L3,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",polygon,Nisqually Reach,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-06-04,47.13844,-122.72417,line,retain,WGS84,,,turf,,,0,,,,,,,,,
Anderson Island,Anderson Island South 3 - east - PNNL - large - 2017,AND_south_L4,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",line,Nisqually Reach,SPS,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,IAA 15-101,,large scale,large scale,2017-08-08,47.13263,-122.71812,line,retain,WGS84,-1.3,rebar,rebar,30,5,150,150,10.53,421,10525,70,70,1000,Thompson Cove,"Site also known as Gaeckle 3, base line runs 320°"
Anderson Island,Anderson Island South 3 - east - PNNL - large - 2017,AND_south_L4,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",line,Nisqually Reach,SPS,Puget Sound Eelgrass Restoration: 3 deltas,USACE,USACE,W912DW-14-2-0009 (93-099566),IAA 15-45,PNNL,IAA 15-101,,large scale,--,2017-08-08,47.13238,-122.71795,line,retain,WGS84,,,rebar,,,0,,,,,,,,,
Commencement Bay,Commencement Bay - PNNL - Test Plot shallow - 2017,COM_shallow,single,2017,,point,Commencement Bay,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2017-08-31,47.27626,-122.46364,point,retain,WGS84,-1.5,rebar,rebar,2.5,2.5,6.25,6.25,0.50,20,500,80,80,1000,Creosote Point,
Commencement Bay,Commencement Bay - PNNL - Test Plot deep - 2017,COM_deep,single,2017,,point,Commencement Bay,CPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2017-08-31,47.27632,-122.46373,point,retain,WGS84,-2.4,rebar,rebar,2.5,2.5,6.25,6.25,0.50,20,500,80,80,1000,Creosote Point,
Delano Beach,Delano Beach East - north - HC - test - 2017,DEL_3,initial,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Carr Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2017-07-17,47.24985,-122.72317,point,retain,WGS84,-1.6,turf,turf,10,1,10,6,1.67,167,1172,117,195,702,Cutts Island,Referred to as 'South Head 1' in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple because donor site was Cutts Island with larger Zm than Rocky Bay). Estimated number of PUs at test-transplant site as 1172/7 = 167.
Delano Beach,Delano Beach East - south - HC - test - 2017,DEL_2,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Carr Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2017-07-17,47.24963,-122.72338,point,retain,WGS84,-1.6,turf,turf,10,1,10,6,1.45,145,1015,102,169,700,Cutts Island,Referred to as 'South Head 2' in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple because donor site was Cutts Island with larger Zm than Rocky Bay). Estimated number of PUs at test-transplant site as 1015/7 = 145.
Harstine Island,Fudge Point South - north - DNR - rebar test - 2017,FDG_1,single,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Case Inlet,SPS,DNR,DNR,Nearshore Habitat Program,,,,,,test,test,2017-07-19,47.23726,-122.86145,point,retain,WGS84,-2.0,rebar,rebar,1,1,1,1,0.13,5,250,250,250,2000,Rocky Bay,
Harstine Island,Fudge Point South - south - HC - test - 2017,FDG_L1,initial,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2017-07-19,47.23725,-122.86138,line,retain,WGS84,-2.0,turf,turf,10,1,10,6,1.06,106,1056,106,176,996,Rocky Bay,Referred to as 'Fudge Point 2' in final report. Turfs plant 5-15 shoots per staple (X= ~10 shoots/staple b/c donor site was Rocky Bay). Estimated number of PUs at test-transplant site as 1056/10 = 105
Harstine Island,Fudge Point South - north - HC test - 2017,FDG_L1,initial,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,--,2017-07-19,47.23726,-122.86145,line,retain,WGS84,,,turf,,,0,,,,,,,,,
Harstine Island,Fudge Point North - south - HC - test - 2017,FDG_L2,initial,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2017-07-19,47.23766,-122.86240,line,retain,WGS84,-2.0,turf,turf,10,1,10,6,1.16,116,1160,116,193,1000,Rocky Bay,Referred to as 'Fudge Point 1' in final report. Turfs plant 5-15 shoots per staple (X= ~10 shoots/staple b/c donor site was Rocky Bay). Estimated number of PUs at test-transplant site as 1160/10 = 116
Harstine Island,Fudge Point North - north - HC - test - 2017,FDG_L2,initial,2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.",point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,--,2017-07-19,47.23774,-122.86269,line,retain,WGS84,,,turf,,,0,,,,,,,,,
Harstine Island,Harstine Island - PNNL - Test Plot 2 of 4 (north plot) - 2017,HAR_2,single,2017,,point,Case Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2017-06-07,47.29402,-122.85425,point,retain,WGS84,-1.0,rebar,rebar,3,2,6,6,0.50,20,1000,167,167,2000,Windy Bluff,
Harstine Island,Harstine Island - PNNL - Test Plot 3 of 4 (south plot) - 2017,HAR_3,single,2017,,point,Case Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2017-06-07,47.29365,-122.85458,point,retain,WGS84,-1.2,rebar,rebar,3,2,6,6,0.50,20,1000,167,167,2000,Windy Bluff,
Harstine Island,Harstine Island - PNNL - Test Plot 4 or 4 (south of south plot) staples - 2017,HAR_4,colocated,2017,,point,Case Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2017-06-07,47.29190,-122.85523,point,retain,WGS84,-3.0,staple,staple,2.5,2,5,5,0.50,100,800,160,160,1600,Windy Bluff,side by side plantings using 2 methods
Harstine Island,Harstine Island - PNNL - Test Plot 4 or 4 (south of south plot) rebar - 2017,HAR_4,colocated,2017,,point,Case Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2017-06-07,47.29190,-122.85523,point,retain,WGS84,-3.0,rebar,rebar,3,2,6,6,0.50,20,1000,167,167,2000,Windy Bluff,side by side plantings using 2 methods
Harstine Island,Harstine Island - PNNL - Test Plot 1 of 4 (north of north plot) - 2017,HAR_1,single,2017,,point,Case Inlet,SPS,Eelgrass Recovery in PS,USFWS,USFWS,WA F16AP00163 AL,,PNNL,93-094344,,test,test,2017-06-07,47.29552,-122.84940,point,retain,WGS84,-2.8,rebar,rebar,3,2,6,6,0.50,20,1000,167,167,2000,Windy Bluff,
Joemma Beach State Park,Joemma Beach State Park North - south - HC - test 1 - 2017,JSP_north_L1,single,2017,,point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2017-05-04,47.22623,-122.81460,line,retain,WGS84,-1.6,turf,turf,5,5,25,39,1.04,104,1042,42,27,1002,Rocky Bay,Referred to as 'Joemma Beach State Park 1' in final report. Turfs plant 5-15 shoots per staple (X= ~10 shoots/staple b/c donor site was Rocky Bay). Estimated number of PUs at test-transplant site as 1042/10 = 104
Joemma Beach State Park,Joemma Beach State Park North - north - HC - test 1 - 2017,JSP_north_L1,single,2017,,point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,--,2017-05-04,47.22627,-122.81467,line,retain,WGS84,,,turf,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park North - south - HC - test 2 - 2017,JSP_north_L2,single,2017,,point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,test,2017-05-04,47.22627,-122.81483,line,retain,WGS84,-1.6,turf,turf,5,5,25,39,1.05,105,1052,42,27,1002,Rocky Bay,Referred to as 'Joemma Beach State Park 2' in final report. Turfs plant 5-15 shoots per staple (X= ~10 shoots/staple b/c donor site was Rocky Bay). Estimated number of PUs at test-transplant site as 1052/10 = 105
Joemma Beach State Park,Joemma Beach State Park North - north - HC - test 2 - 2017,JSP_north_L2,single,2017,,point,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",test,--,2017-05-04,47.22632,-122.81497,line,retain,WGS84,,,turf,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park South - SE - HC - large 2 - 2017,JSP_south_P2,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,large scale,2017-05-07,47.22153,-122.80978,polygon,drop,WGS84,-1.6,turf,turf,20,8,160,160,23.67,2367,16570,104,104,700,Cutts Island,Referred to as 'Joemma Beach State Park 2' (large-scale site) in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple b/c donor site was Cutts Island). Estimated number of PUs at test-transplant site as 16570/7 = 2367
Joemma Beach State Park,Joemma Beach State Park South - SW - HC - large 2 - 2017,JSP_south_P2,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-05-07,,,polygon,drop,,,,turf,,,0,,,,,,,,,don't have gps coordinates
Joemma Beach State Park,Joemma Beach State Park South - NE - HC - large 2 - 2017,JSP_south_P2,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-05-07,47.22173,-122.80993,polygon,drop,WGS84,,,turf,,,0,,,,,,,,,don't have gps coordinates
Joemma Beach State Park,Joemma Beach State Park South - NW - HC - large 2 - 2017,JSP_south_P2,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-05-07,,,polygon,drop,,,,turf,,,0,,,,,,,,,don't have gps coordinates
Joemma Beach State Park,Joemma Beach State Park South - SE - HC - large 3- 2017,JSP_south_P3,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,large scale,2017-05-19,47.22156,-122.80979,polygon,drop,WGS84,-1.6,turf,turf,20,8,160,155,29.56,2956,24734,155,160,837,DuPont Wharf,Referred to as 'Joemma Beach State Park 4' (large-scale site) in final report. Turfs plant 5-15 shoots per staple (X= ~10 shoots/staple b/c donor site was Rocky Bay). Estimated number of PUs at test-transplant site as 11286/7 = 1612. Second half of site was planted with Rocky Bay plants (13448/10 shoots = 1344 PUs.)
Joemma Beach State Park,Joemma Beach State Park South - SW - HC - large 3 - 2017,JSP_south_P3,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-05-19,,,polygon,drop,,,,turf,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park South - NE - HC - large 3 - 2017,JSP_south_P3,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-05-19,47.22176,-122.80991,polygon,drop,WGS84,,,turf,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park South - NW - HC - large 3 - 2017,JSP_south_P3,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-05-19,,,polygon,drop,,,,turf,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park South - SE - HC - large 4- 2017,JSP_south_P4,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,large scale,2017-05-22,47.22121,-122.80959,polygon,drop,WGS84,-1.6,turf,turf,20,8,160,160,26.15,2615,26149,163,163,1000,Rocky Bay,Referred to as 'Joemma Beach State Park 3' (large-scale site) in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple b/c donor site was DuPont Wharf). Estimated number of PUs at test-transplant site as 26149/10 = 2615
Joemma Beach State Park,Joemma Beach State Park South - SW - HC - large 4 - 2017,JSP_south_P4,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-05-22,47.22117,-122.80967,polygon,drop,WGS84,,,turf,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park South - NE - HC - large 4 - 2017,JSP_south_P4,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-05-22,47.22134,-122.80960,polygon,drop,WGS84,,,turf,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park South - NW - HC - large 4 - 2017,JSP_south_P4,single,2017,,polygon,Case Inlet,SPS,Eelgrass Restoration in Puget Sound,WDFW,National Estuary Program,14-02072,IAA 15-110,Hart Crowser,SC 16-17,"Shannon, J., J. Blanchette and J. Gaeckle. 2018. Eelgrass (Zostera marina) Restoration in Puget Sound, WA. Final Restoration and Monitoring Report (12059-05) for US EPA, Hart Crowser, Edmonds, WA. Pp. 131.",large scale,--,2017-05-22,,,polygon,drop,,,,turf,,,0,,,,,,,,,
Joemma Beach State Park,Joemma Beach State Park Mid - DNR - BESE - AG - 1 - 2017,JSP_mid_AG1,single,2017,,point,Case Inlet,SPS,BESE: Biodegradable ecosystem engineering elements,DNR,Nearshore Habitat Program,,,,,,test,test,2017-05-25,47.22246,-122.81024,point,retain,WGS84,,staple,staple,1,1,1,0.008,0.02,3,12,12,"1,500",800,DuPont Wharf,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE."
Joemma Beach State Park,Joemma Beach State Park Mid - DNR - BESE - BG - 1 - 2017,JSP_mid_BG1,single,2017,,point,Case Inlet,SPS,BESE: Biodegradable ecosystem engineering elements,DNR,Nearshore Habitat Program,,,,,,test,test,2017-05-25,47.22249,-122.81026,point,retain,WGS84,,staple,staple,1,1,1,0.008,0.02,3,12,12,"1,500",800,DuPont Wharf,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE."
Joemma Beach State Park,Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017,JSP_mid_C1,single,2017,,point,Case Inlet,SPS,BESE: Biodegradable ecosystem engineering elements,DNR,Nearshore Habitat Program,,,,,,test,test,2017-05-25,47.22251,-122.81027,point,retain,WGS84,,staple,staple,1,1,1,0.008,0.02,3,12,12,"1,500",800,DuPont Wharf,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE."
Joemma Beach State Park,Joemma Beach State Park Mid - DNR - BESE - AG - 2 - 2017,JSP_mid_AG2,single,2017,,point,Case Inlet,SPS,BESE: Biodegradable ecosystem engineering elements,DNR,Nearshore Habitat Program,,,,,,test,test,2017-05-25,47.22254,-122.81028,point,retain,WGS84,,staple,staple,1,1,1,0.008,0.02,3,12,12,"1,500",800,DuPont Wharf,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE."
Joemma Beach State Park,Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017,JSP_mid_C2,single,2017,,point,Case Inlet,SPS,BESE: Biodegradable ecosystem engineering elements,DNR,Nearshore Habitat Program,,,,,,test,test,2017-05-25,47.22255,-122.81029,point,retain,WGS84,,staple,staple,1,1,1,0.008,0.02,3,12,12,"1,500",800,DuPont Wharf,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE."
Joemma Beach State Park,Joemma Beach State Park Mid - DNR - BESE - BG - 2 - 2017,JSP_mid_BG2,single,2017,,point,Case Inlet,SPS,BESE: Biodegradable ecosystem engineering elements,DNR,Nearshore Habitat Program,,,,,,test,test,2017-05-25,47.22260,-122.81031,point,retain,WGS84,,staple,staple,1,1,1,0.008,0.02,3,12,12,"1,500",800,DuPont Wharf,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE."
Joemma Beach State Park,Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017,JSP_mid_C3,single,2017,,point,Case Inlet,SPS,BESE: Biodegradable ecosystem engineering elements,DNR,Nearshore Habitat Program,,,,,,test,test,2017-05-25,47.22261,-122.81031,point,retain,WGS84,,staple,staple,1,1,1,0.008,0.02,3,12,12,"1,500",800,DuPont Wharf,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE."
Joemma Beach State Park,Joemma Beach State Park Mid - DNR - BESE - BG - 3 - 2017,JSP_mid_BG3,single,2017,,point,Case Inlet,SPS,BESE: Biodegradable ecosystem engineering elements,DNR,Nearshore Habitat Program,,,,,,test,test,2017-05-25,47.22264,-122.81034,point,retain,WGS84,,staple,staple,1,1,1,0.008,0.02,3,12,12,"1,500",800,DuPont Wharf,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE."
