"","site_location","site_name","planting_location_code","planting_relationships","year","historical_presence_source","planting_geometry","water_body","svmp_region","activity_type","activity_filter","planting_date","latitude","longitude","retain_drop","datum","elevation_m_MLLW","planting_method","parallel_length_m","perpendicular_length_m","plot_area_m2","planted_area_m2","effective_area_planted_m2","number_planting_units","number_shoots","plot_shoot_density_m2","planted_area_shoot_density_m2","donor_site_name","notes","subproj_code","group_no"
"218","Port Gamble Bay","Port Gamble Bay - 3 - PNNL - large scale - SE corner","PTG_P3","single",2015,"NewFields Northwest. 2007. Port Gamble Baseline Investigations: marine natural resources. Prepared for Olympic Property Group, Poulsbo, WA. Pp. 49.
Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
","polygon","Port Gamble Bay","HDC","large scale","--",2015-04-01,47.8211833333333,-122.577116666667,"retain","WGS84",NA,"staple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zos_rest_pgamble__Ecology__PNNL",145
"219","Port Gamble Bay","Port Gamble Bay - 3 - PNNL - large scale - SW corner","PTG_P3","single",2015,"NewFields Northwest. 2007. Port Gamble Baseline Investigations: marine natural resources. Prepared for Olympic Property Group, Poulsbo, WA. Pp. 49.
Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
","polygon","Port Gamble Bay","HDC","large scale","--",2015-04-01,47.8212166666667,-122.577916666667,"retain","WGS84",-1.8288,"staple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zos_rest_pgamble__Ecology__PNNL",145
"220","Port Gamble Bay","Port Gamble Bay - 4 - PNNL - large scale - NW corner","PTG_P4","single",2015,"NewFields Northwest. 2007. Port Gamble Baseline Investigations: marine natural resources. Prepared for Olympic Property Group, Poulsbo, WA. Pp. 49.
Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
","polygon","Port Gamble Bay","HDC","large scale","large scale",2015-04-01,47.8216666666667,-122.576233333333,"retain","WGS84",NA,"staple",60,36,2160,320,7.965,"1593",6372,2.95,19.9125,"Point Julia",NA,"zos_rest_pgamble__Ecology__PNNL",146
"221","Port Gamble Bay","Port Gamble Bay - 4 - PNNL - large scale - NE corner","PTG_P4","single",2015,"NewFields Northwest. 2007. Port Gamble Baseline Investigations: marine natural resources. Prepared for Olympic Property Group, Poulsbo, WA. Pp. 49.
Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
","polygon","Port Gamble Bay","HDC","large scale","--",2015-04-01,47.8215333333333,-122.575383333333,"retain","WGS84",-2.7432,"staple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zos_rest_pgamble__Ecology__PNNL",146
"222","Port Gamble Bay","Port Gamble Bay - 4 - PNNL - large scale - SE corner","PTG_P4","single",2015,"NewFields Northwest. 2007. Port Gamble Baseline Investigations: marine natural resources. Prepared for Olympic Property Group, Poulsbo, WA. Pp. 49.
Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
","polygon","Port Gamble Bay","HDC","large scale","--",2015-04-01,47.8212166666667,-122.575283333333,"retain","WGS84",NA,"staple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zos_rest_pgamble__Ecology__PNNL",146
"223","Port Gamble Bay","Port Gamble Bay - 4 - PNNL - large scale - SW corner","PTG_P4","single",2015,"NewFields Northwest. 2007. Port Gamble Baseline Investigations: marine natural resources. Prepared for Olympic Property Group, Poulsbo, WA. Pp. 49.
Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
","polygon","Port Gamble Bay","HDC","large scale","--",2015-04-01,47.8212833333333,-122.576183333333,"retain","WGS84",NA,"staple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zos_rest_pgamble__Ecology__PNNL",146
"224","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 1S - 2018","QMH_1S","single",2018,NA,"point","Quartermaster Harbor","CPS","test","test",2018-05-30,47.3835,-122.45133,"retain","WGS84",-1.03632,"rebar",12,1,12,7.5,0.75,"30",600,50,80,"Dumas Bay","base line runs 230°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","zos_rec_ps__USFWS__PNNL",147
"225","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 1D - 2018","QMH_1D","single",2018,NA,"point","Quartermaster Harbor","CPS","test","test",2018-05-30,47.38334,-122.4513,"retain","WGS84",-1.88976,"rebar",12,1,12,7.5,0.75,"30",600,50,80,"Dumas Bay","base line runs 240°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","zos_rec_ps__USFWS__PNNL",148
"226","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4S - 2018","QMH_4S","single",2018,NA,"point","Quartermaster Harbor","CPS","test","test",2018-05-30,47.39066,-122.43606,"retain","WGS84",-1.2192,"rebar",12,1,12,7.5,0.75,"30",600,50,80,"Dumas Bay","base line runs 90°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","zos_rec_ps__USFWS__PNNL",149
"227","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4D - 2018","QMH_4D","single",2018,NA,"point","Quartermaster Harbor","CPS","test","test",2018-05-30,47.39022,-122.43597,"retain","WGS84",-1.61544,"rebar",12,1,12,7.5,0.75,"30",600,50,80,"Dumas Bay","base line runs 90°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","zos_rec_ps__USFWS__PNNL",150
"228","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5S - 2018","QMH_5S","single",2018,NA,"point","Quartermaster Harbor","CPS","test","test",2018-05-31,47.38592,-122.43793,"retain","WGS84",-1.18872,"rebar",12,1,12,7.5,0.75,"30",600,50,80,"Dumas Bay","base line runs 240°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","zos_rec_ps__USFWS__PNNL",151
"229","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5D - 2018","QMH_5D","single",2018,NA,"point","Quartermaster Harbor","CPS","test","test",2018-05-31,47.38597,-122.43799,"retain","WGS84",-1.73736,"rebar",12,1,12,7.5,0.75,"30",600,50,80,"Dumas Bay","base line runs 230°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","zos_rec_ps__USFWS__PNNL",152
"230","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 2D - 2018","QMH_2D","single",2018,NA,"point","Quartermaster Harbor","CPS","test","test",2018-06-01,47.39441,-122.44898,"retain","WGS84",-1.79832,"rebar",12,1,12,7.5,0.75,"30",600,50,80,"Dumas Bay","base line runs 305°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","zos_rec_ps__USFWS__PNNL",153
"231","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 3S - 2018","QMH_3S","single",2018,NA,"point","Quartermaster Harbor","CPS","test","test",2018-06-01,47.40392,-122.44499,"retain","WGS84",-1.2192,"rebar",12,1,12,7.5,0.75,"30",600,50,80,"Dumas Bay","base line runs 40°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","zos_rec_ps__USFWS__PNNL",154
"232","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 3D - 2018","QMH_3D","single",2018,NA,"point","Quartermaster Harbor","CPS","test","test",2018-06-01,47.40386,-122.44484,"retain","WGS84",-1.85928,"rebar",12,1,12,7.5,0.75,"30",600,50,80,"Dumas Bay","base line runs 25°M; 20 shoots/rebar; 30 rebar planted on the inshore side of baseline","zos_rec_ps__USFWS__PNNL",155
"233","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4S - 2021","QMH_4S","colocated",2021,NA,"point","Quartermaster Harbor","CPS","test","test",2021-05-13,47.39066,-122.43606,"retain","WGS84",-1.5,"rebar",3.5,0.5,1.75,1,0.3,"12",240,137.142857142857,240,"DuPont Wharf","20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). Plots start approximatey 5 m east of light sensor. 3rd plot east of light sensor included a base of sand (50# bag of play sand)","kingco__KingCounty__unspecified",156
"234","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4S - 2021","QMH_4S","colocated",2021,NA,"point","Quartermaster Harbor","CPS","test","test",2021-05-14,47.39066,-122.43606,"retain","WGS84",-1.5,"rebar",4.5,0.5,2.25,1.25,0.375,"15",375,166.666666666667,300,"Dumas Bay","25 shoots per rebar because Dumas Bay shoots were small (~30 cm canopy height). Plots were placed shallower and a 0.5 m offset from DuPont Wharf shoots. 3rd plot east of light sensor included a base of sand (50# bag of play sand)","kingco__KingCounty__unspecified",157
"235","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4S - 2021","QMH_4S","colocated",2021,NA,"point","Quartermaster Harbor","CPS","test","test",2021-05-26,47.39066,-122.43606,"retain","WGS84",-1.5,"rebar",2.5,1,2.5,1.5,0.45,"18",270,108,180,"DuPont Wharf","15 shoots per rebar because DuPont Wharf shoots were large (~50 cm canopy height). Plots were placed along a trasect 2 meters south of the light sensor. The first plot of 3 rebar was planted at 5 m along the tape in a westerly direction. The second plot was at 6 m and the 3rd plot was at 7 m. 3 plots on one side of the tape (9 rebar total) and 3 plots on the other side of the tape (9 rebar). 360 shoots total.","kingco__KingCounty__unspecified",158
"236","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5a - 2021","QMH_5a","colocated",2021,NA,"point","Quartermaster Harbor","CPS","test","test",2021-05-13,47.3859,-122.4379,"retain","WGS84",-1.5,"rebar",2.5,0.5,1.25,0.75,0.225,"9",180,144,240,"DuPont Wharf","20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). KC Project (IAA 93-097520) Dockton test transplant site.","kingco__KingCounty__unspecified",159
"237","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5a - 2021","QMH_5a","colocated",2021,NA,"point","Quartermaster Harbor","CPS","test","test",2021-05-14,47.3859,-122.4379,"retain","WGS84",-1.5,"rebar",2.5,0.5,1.25,0.75,0.225,"9",180,144,240,"Dumas Bay","25 shoots per rebar because Dumas Bay shoots were small (~30 cm canopy height). 3 plots were planted alternate to the DuPont Wharf plots and shallower. KC Project (IAA 93-097520) Dockton test transplant site.","kingco__KingCounty__unspecified",160
"238","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4S - 2021","QMH_4S","colocated",2021,NA,"point","Quartermaster Harbor","CPS","test","test",2021-05-26,47.39066,-122.43606,"retain","WGS84",-1.5,"rebar",2.5,1,2.5,4.5,0.45,"18",360,144,80,"DuPont Wharf","20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). Transplant plots start at 5 m west of light sensor and were planted on either side of the tape at 5 m, 6 m, and 7 m (shallow - deep). 3 rebar with 20 shoots each placed deep and 3 rebar placed shallow to span from 5 m to 5.5 m, 6 m to 6.5 m, and 7 m to 7.5 m.","kingco__KingCounty__unspecified",161
"239","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4S - 2022","QMH_4S","colocated",2022,NA,"point","Quartermaster Harbor","CPS","test","test",2022-05-19,47.39066,-122.43606,"retain","WGS84",-1.5,"TERFS",1.5,0.5,0.75,0.75,0.75,"3",75,100,100,"DuPont Wharf","planted 3 upside down TERFS with 25 shoots attached with hemp cord and electrical tape wrapped around a rhizome segment and metal of the TERFS. Goal was to determine if plants could survive in water column without contact with sediment. Possible stressor is grazing by crabs as observed in 2021. TERFS were placed approximately 2 m northwest of light sensor and separated by approximately 1 m.","kingco__KingCounty__unspecified",162
"240","Quilcene Bay","Quilcene Bay - PNNL - test - 2014","QLC01","single",2014,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Quilcene Bay","HDC","test","test",2014-11-24,47.7977666666667,-122.849666666667,"retain","WGS84",-0.4,"staple",5,5,25,25,0.625,"125",500,20,20,"Quilcene Bay",NA,"zos_rest_ps__DNR__PNNL",163
"241","Quilcene Delta","Quilcene Delta - PNNL - Northern line test plot 1 (inshore) - 2016","QLC_north1","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Quilcene Bay","HDC","test","test",2016-06-30,47.7990833333333,-122.848716666667,"retain","WGS84",-1.64592,"staple",2,2,4,4,0.3,"60",240,60,60,"Quilcene Bay",NA,"zos_rest_3_deltas__USACE__PNNL",164
"242","Quilcene Delta","Quilcene Delta - PNNL - Northern line test plot 2 - 2016","QLC_north2","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Quilcene Bay","HDC","test","test",2016-06-30,47.79915,-122.84875,"retain","WGS84",-1.70688,"staple",2,2,4,4,0.3,"60",240,60,60,"Quilcene Bay",NA,"zos_rest_3_deltas__USACE__PNNL",165
"243","Quilcene Delta","Quilcene Delta - PNNL - Northern line test plot 3 (offshore) - 2016","QLC_north3","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Quilcene Bay","HDC","test","test",2016-06-30,47.7991666666667,-122.8488,"retain","WGS84",NA,"staple",2,2,4,4,0.3,"60",240,60,60,"Quilcene Bay",NA,"zos_rest_3_deltas__USACE__PNNL",166
"244","Quilcene Delta","Quilcene Delta - PNNL - Middle line test plot 1 (inshore) - 2016","QLC_mid1","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Quilcene Bay","HDC","test","test",2016-06-30,47.7980333333333,-122.849516666667,"retain","WGS84",-1.43256,"staple",2,2,4,4,0.3,"60",240,60,60,"Quilcene Bay",NA,"zos_rest_3_deltas__USACE__PNNL",167
"245","Quilcene Delta","Quilcene Delta - PNNL - Middle line test plot 2 - 2016","QLC_mid2","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Quilcene Bay","HDC","test","test",2016-06-30,47.7980833333333,-122.849583333333,"retain","WGS84",-1.79832,"staple",2,2,4,4,0.3,"60",240,60,60,"Quilcene Bay",NA,"zos_rest_3_deltas__USACE__PNNL",168
"246","Quilcene Delta","Quilcene Delta - PNNL - Middle line test plot 3 (offshore) - 2016","QLC_mid3","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Quilcene Bay","HDC","test","test",2016-06-30,47.7981166666667,-122.8496,"retain","WGS84",-2.1336,"staple",2,2,4,4,0.3,"60",240,60,60,"Quilcene Bay",NA,"zos_rest_3_deltas__USACE__PNNL",169
"247","Quilcene Delta","Quilcene Delta - PNNL - Southern line test plot 1 (inshore) - 2016","QLC_south1","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Quilcene Bay","HDC","test","test",2016-06-30,47.79665,-122.8501333,"retain","WGS84",-1.15824,"staple",2,2,4,4,0.3,"60",240,60,60,"Quilcene Bay",NA,"zos_rest_3_deltas__USACE__PNNL",170
"248","Quilcene Delta","Quilcene Delta - PNNL - Southern line test plot 2 - 2016","QLC_south2","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Quilcene Bay","HDC","test","test",2016-06-30,47.79668333,-122.8502,"retain","WGS84",-1.46304,"staple",2,2,4,4,0.3,"60",240,60,60,"Quilcene Bay",NA,"zos_rest_3_deltas__USACE__PNNL",171
"249","Quilcene Delta","Quilcene Delta - PNNL - Southern line test plot 3 (offshore) - 2016","QLC_south3","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Quilcene Bay","HDC","test","test",2016-06-30,47.79668333,-122.8502333,"retain","WGS84",-2.07264,"staple",2,2,4,4,0.3,"60",240,60,60,"Quilcene Bay",NA,"zos_rest_3_deltas__USACE__PNNL",172
"250","Shine Beach","Shine Beach - Squamish Harbor - DNR - test 1 - 2023","SHB_1","single",2023,NA,"point","Squamish Harbor","HDC","test","test",2023-06-04,47.866654,-122.67272,"retain","WGS84",-0.5,"rebar",NA,NA,0,2.25,0.225,"9",NA,NA,0,"Shine Beach",NA,"unaffiliated__unspecified__unspecified",173
"251","Skagit Delta","Skagit Delta - PNNL - test - 1 - 2016","SKG_1","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
SVMP Program","point","Skagit Bay","SWH","test","test",2016-09-08,48.3471066666667,-122.541366666667,"retain","WGS84",-0.70104,"rebar",2,2,4,5,0.5,"20",500,125,100,"Skagit Bay","screw anchors 3 meters apart","zos_rest_3_deltas__USACE__PNNL",174
"252","Skagit Delta","Skagit Delta - PNNL - test - 2 - 2016","SKG_2","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
SVMP Program","point","Skagit Bay","SWH","test","test",2016-09-08,48.3475666666667,-122.54205,"retain","WGS84",-0.70104,"rebar",2,2,4,5,0.5,"20",500,125,100,"Skagit Bay","screw anchors 2 meters apart","zos_rest_3_deltas__USACE__PNNL",175
"253","Skagit Delta","Skagit Delta - PNNL - test - 5 - 2016","SKG_5","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
SVMP Program","point","Skagit Bay","SWH","test","test",2016-09-09,48.3482,-122.54325,"retain","WGS84",-0.42672,"rebar",1.5,2,3,4,0.4,"16",400,133.333333333333,100,"Skagit Bay","screw anchors 1.5 meters apart","zos_rest_3_deltas__USACE__PNNL",176
"254","Skagit Delta","Skagit Delta - PNNL - test - 6 - 2016","SKG_6","single",2016,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.
SVMP Program","point","Skagit Bay","SWH","test","test",2016-09-09,48.3482,-122.543816666667,"retain","WGS84",-0.51816,"rebar",1.5,2,3,4,0.4,"16",400,133.333333333333,100,"Skagit Bay","screw anchors 1.5 meters apart","zos_rest_3_deltas__USACE__PNNL",177
"255","Stretch Island","Stretch Island - PNNL - test - 2015","STI","single",2015,NA,"point","Case Inlet","CPS","test","test",2015-03-12,47.320098,-122.831565,"retain","WGS84",-1.0668,"staple",5,5,25,25,0.625,"125",500,20,20,"Windy Bluff","""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot 4 m west of the SW corner, at -1.5m, MLLW","zos_rest_ps__DNR__PNNL",178
"256","Taylor Bay","Taylor Bay North - HC - test - 2016","TAY_L1","single",2016,NA,"line","Case Inlet","CPS","test","test",2016-05-19,47.1830905583333,-122.777793994444,"retain","WGS84",-2,"burlap",25,5,125,75,9.75,"156",780,6.24,10.4,"Rocky Bay","transect line that includes 3 test plots","zos_rest_ps__WDFW__Hart Crowser",179
"257","Taylor Bay","Taylor Bay South - HC - test - 2016","TAY_L1","single",2016,NA,"line","Case Inlet","CPS","test","--",2016-05-19,47.1828600777778,-122.777782322222,"retain","WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zos_rest_ps__WDFW__Hart Crowser",179
"258","Westcott Bay","Westcott Bay East - PNNL - test - 2013","WES_east","single",2013,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Westcott Bay","SJS","test","test",2013-06-14,48.6017833333333,-123.1394,"retain","WGS84",-1.2192,"staple",5,95,475,25,0.56,"112",448,0.943157894736842,17.92,"PNNL - MSL Tanks","head of bay, planted along a depth gradient from -4.0' to -6.0'","twentypc__WDFW__PNNL",180
"259","Westcott Bay","Westcott Bay West - PNNL - test - 2013","WES_west","single",2013,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Westcott Bay","SJS","test","test",2013-06-14,48.59645,-123.160866666667,"retain","WGS84",-1.524,"staple",5,57,285,25,0.59,"118",472,1.65614035087719,18.88,"PNNL - MSL Tanks","middle of bay, planted along a depth gradient from -5.0' to -9.0'","twentypc__WDFW__PNNL",181
"260","Westcott Bay","Westcott Bay - PNNL - Test Plot A - 2017","WES_A","single",2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Westcott Bay","SJS","test","test",2017-06-01,48.5958666666667,-123.16155,"retain","WGS84",-1.40208,"rebar",2.5,2.5,6.25,5,0.5,"20",500,80,100,"Bell Point, Stuart Island",NA,"zos_rec_ps__USFWS__PNNL",182
"261","Westcott Bay","Westcott Bay - PNNL - Test Plot B - 2017","WES_B","single",2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Westcott Bay","SJS","test","test",2017-06-01,48.59645,-123.161283333333,"retain","WGS84",-1.46304,"rebar",2.5,2.5,6.25,5,0.5,"20",500,80,100,"Bell Point",NA,"zos_rec_ps__USFWS__PNNL",183
"262","Westcott Bay","Westcott Bay - PNNL - Test Plot C - 2017","WES_C","single",2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Westcott Bay","SJS","test","test",2017-06-02,48.5977166666667,-123.159983333333,"retain","WGS84",-1.49352,"rebar",2.5,2.5,6.25,4.75,0.475,"19",475,76,100,"Mitchell Bay",NA,"zos_rec_ps__USFWS__PNNL",184
"263","Westcott Bay","Westcott Bay - PNNL - Test Plot D - 2017","WES_D","single",2017,"Thom, RM, and L Hallum. 1990. Long‐term changes in the areal extent of tidal marshes, eelgrass meadows, and kelp forests of Puget Sound. FRI‐UW‐9008, Fisheries Research Institute, School of Fisheries, University of Washington, Seattle. Pp. 110.","point","Westcott Bay","SJS","test","test",2017-06-02,48.5984833333333,-123.156833333333,"retain","WGS84",-1.524,"rebar",3,2.5,7.5,6.18,0.618,"24.72",618,82.4,100,"Henry Island",NA,"zos_rec_ps__USFWS__PNNL",185
"264","Westcott Bay","Westcott Bay - Bell Point North - DNR - test - 2020-Dumas","WES_test_1","single",2020,"SVMP","line","Westcott Bay","SJS","test","test",2020-08-01,48.59394,-123.15505,"retain","WGS84",-1.7,"rebar",14,1,14,6,0.6,"24",640,45.7142857142857,106.666666666667,"Dumas Bay","GPS marks the 0 m helical anchor. Another helical is set at 14 m (48.59399, -123.15520). Planting started at 2 m and ended at 10 m to keep transplants 2 m away from helicals at the end of the 14 m transect. Eelgrass harvested from the Shannon Point Marine Center mesocosms on 31 Jul 2020.","zos_rec_sji__DNR__unspecified",186
"265","Westcott Bay","Westcott Bay - Bell Point North - DNR - test - 2020-Fay","WES_test_1","single",2020,"SVMP","line","Westcott Bay","SJS","test","test",2020-08-01,48.59394,-123.15505,"retain","WGS84",-1.7,"rebar",14,1,14,0.75,0.075,"3",60,4.28571428571429,80,"Fay Bainbridge","GPS marks the 0 m helical anchor. Another helical is set at 14 m (48.59399, -123.15520). Planting started at 2 m and ended at 10 m to keep transplants 2 m away from helicals at the end of the 14 m transect. Eelgrass harvested from the Shannon Point Marine Center mesocosms on 31 Jul 2020.","zos_rec_sji__DNR__unspecified",187
"266","Westcott Bay","Westcott Bay - Bell Point North - DNR - test - 2020-Henry","WES_test_1","single",2020,"SVMP","line","Westcott Bay","SJS","test","test",2020-08-01,48.59394,-123.15505,"retain","WGS84",-1.7,"rebar",14,1,14,2.25,0.225,"9",135,9.64285714285714,60,"Henry Island","GPS marks the 0 m helical anchor. Another helical is set at 14 m (48.59399, -123.15520). Planting started at 2 m and ended at 10 m to keep transplants 2 m away from helicals at the end of the 14 m transect. Eelgrass harvested from the Pacific Northwest National Laboratory mesocosms on 31 July 2020.","zos_rec_sji__DNR__unspecified",188
"267","Westcott Bay","Westcott Bay - Bell Point North - DNR - test - 2020-Ship","WES_test_1","single",2020,"SVMP","line","Westcott Bay","SJS","test","test",2020-08-01,48.59394,-123.15505,"retain","WGS84",-1.7,"rebar",14,1,14,3.75,0.375,"15",210,15,56,"Ship Harbor","GPS marks the 0 m helical anchor. Another helical is set at 14 m (48.59399, -123.15520). Planting started at 2 m and ended at 10 m to keep transplants 2 m away from helicals at the end of the 14 m transect. Eelgrass harvested from the Shannon Point Marine Center mesocosms on 31 Jul 2020.","zos_rec_sji__DNR__unspecified",189
